Ten-Year Age Groups	Ten-Year Age Groups Code	Multiple Cause of death	Multiple Cause of death Code	Year	Year Code	Deaths	Population	Crude Rate
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2002	2002	2	15477731	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2003	2003	0	15616575	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2004	2004	0	15771627	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2005	2005	1	15913007	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2006	2006	1	15897145	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2007	2007	2	15977965	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2008	2008	3	16138392	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2009	2009	1	16240931	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2010	2010	1	16257209	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2011	2011	0	16165521	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2012	2012	4	16056267	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2013	2013	3	15926305	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2014	2014	1	15928533	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2015	2015	2	15929243	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2016	2016	2	15956892	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2017	2017	0	15999565	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2018	2018	2	15962067	Unreliable
1-4 years	4-Jan	Other and unspecified narcotics	T40.6	2019	2019	2	15793631	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	1999	1999	0	15339782	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2000	2000	0	15370150	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2001	2001	0	15285559	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2002	2002	0	15477731	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2003	2003	0	15616575	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2004	2004	0	15771627	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2005	2005	0	15913007	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2006	2006	0	15897145	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2007	2007	0	15977965	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2008	2008	0	16138392	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2009	2009	0	16240931	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2010	2010	0	16257209	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2011	2011	0	16165521	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2012	2012	0	16056267	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2013	2013	0	15926305	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2014	2014	0	15928533	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2015	2015	0	15929243	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2016	2016	1	15956892	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2017	2017	0	15999565	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2018	2018	0	15962067	Unreliable
1-4 years	4-Jan	Cannabis (derivatives)	T40.7	2019	2019	0	15793631	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	1999	1999	0	15339782	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2000	2000	0	15370150	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2001	2001	0	15285559	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2002	2002	0	15477731	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2003	2003	0	15616575	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2004	2004	0	15771627	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2005	2005	0	15913007	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2006	2006	0	15897145	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2007	2007	0	15977965	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2008	2008	0	16138392	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2009	2009	0	16240931	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2010	2010	0	16257209	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2011	2011	0	16165521	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2012	2012	0	16056267	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2013	2013	0	15926305	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2014	2014	0	15928533	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2015	2015	0	15929243	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2016	2016	0	15956892	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2017	2017	0	15999565	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2018	2018	0	15962067	Unreliable
1-4 years	4-Jan	Lysergide [LSD]	T40.8	2019	2019	0	15793631	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	0	15339782	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	0	15370150	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	0	15285559	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	0	15477731	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	0	15616575	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	0	15771627	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	0	15913007	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	0	15897145	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	0	15977965	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2008	2008	0	16138392	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2009	2009	0	16240931	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2010	2010	0	16257209	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2011	2011	0	16165521	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2012	2012	0	16056267	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2013	2013	0	15926305	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2014	2014	0	15928533	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2015	2015	0	15929243	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2016	2016	0	15956892	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2017	2017	0	15999565	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2018	2018	0	15962067	Unreliable
1-4 years	4-Jan	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2019	2019	0	15793631	Unreliable
5-14 years	14-May	Opium	T40.0	1999	1999	0	40819824	Unreliable
5-14 years	14-May	Opium	T40.0	2000	2000	0	41077577	Unreliable
5-14 years	14-May	Opium	T40.0	2001	2001	0	41152040	Unreliable
5-14 years	14-May	Opium	T40.0	2002	2002	0	41133838	Unreliable
5-14 years	14-May	Opium	T40.0	2003	2003	0	41036204	Unreliable
5-14 years	14-May	Opium	T40.0	2004	2004	0	40865917	Unreliable
5-14 years	14-May	Opium	T40.0	2005	2005	0	40601646	Unreliable
5-14 years	14-May	Opium	T40.0	2006	2006	0	40577826	Unreliable
5-14 years	14-May	Opium	T40.0	2007	2007	0	40555653	Unreliable
5-14 years	14-May	Opium	T40.0	2008	2008	0	40636257	Unreliable
5-14 years	14-May	Opium	T40.0	2009	2009	0	40843063	Unreliable
5-14 years	14-May	Opium	T40.0	2010	2010	0	41025851	Unreliable
5-14 years	14-May	Opium	T40.0	2011	2011	0	41039048	Unreliable
5-14 years	14-May	Opium	T40.0	2012	2012	0	41144754	Unreliable
5-14 years	14-May	Opium	T40.0	2013	2013	0	41221035	Unreliable
5-14 years	14-May	Opium	T40.0	2014	2014	0	41191072	Unreliable
5-14 years	14-May	Opium	T40.0	2015	2015	0	41109506	Unreliable
5-14 years	14-May	Opium	T40.0	2016	2016	0	41048032	Unreliable
5-14 years	14-May	Opium	T40.0	2017	2017	0	41082692	Unreliable
5-14 years	14-May	Opium	T40.0	2018	2018	0	41075169	Unreliable
5-14 years	14-May	Opium	T40.0	2019	2019	0	40994163	Unreliable
5-14 years	14-May	Heroin	T40.1	1999	1999	1	40819824	Unreliable
5-14 years	14-May	Heroin	T40.1	2000	2000	0	41077577	Unreliable
5-14 years	14-May	Heroin	T40.1	2001	2001	2	41152040	Unreliable
5-14 years	14-May	Heroin	T40.1	2002	2002	0	41133838	Unreliable
5-14 years	14-May	Heroin	T40.1	2003	2003	0	41036204	Unreliable
5-14 years	14-May	Heroin	T40.1	2004	2004	1	40865917	Unreliable
5-14 years	14-May	Heroin	T40.1	2005	2005	1	40601646	Unreliable
5-14 years	14-May	Heroin	T40.1	2006	2006	1	40577826	Unreliable
5-14 years	14-May	Heroin	T40.1	2007	2007	0	40555653	Unreliable
5-14 years	14-May	Heroin	T40.1	2008	2008	0	40636257	Unreliable
5-14 years	14-May	Heroin	T40.1	2009	2009	1	40843063	Unreliable
5-14 years	14-May	Heroin	T40.1	2010	2010	0	41025851	Unreliable
5-14 years	14-May	Heroin	T40.1	2011	2011	0	41039048	Unreliable
5-14 years	14-May	Heroin	T40.1	2012	2012	3	41144754	Unreliable
5-14 years	14-May	Heroin	T40.1	2013	2013	0	41221035	Unreliable
5-14 years	14-May	Heroin	T40.1	2014	2014	1	41191072	Unreliable
5-14 years	14-May	Heroin	T40.1	2015	2015	1	41109506	Unreliable
5-14 years	14-May	Heroin	T40.1	2016	2016	1	41048032	Unreliable
5-14 years	14-May	Heroin	T40.1	2017	2017	2	41082692	Unreliable
5-14 years	14-May	Heroin	T40.1	2018	2018	0	41075169	Unreliable
5-14 years	14-May	Heroin	T40.1	2019	2019	1	40994163	Unreliable
5-14 years	14-May	Other opioids	T40.2	1999	1999	6	40819824	Unreliable
5-14 years	14-May	Other opioids	T40.2	2000	2000	10	41077577	Unreliable
5-14 years	14-May	Other opioids	T40.2	2001	2001	12	41152040	Unreliable
5-14 years	14-May	Other opioids	T40.2	2002	2002	8	41133838	Unreliable
5-14 years	14-May	Other opioids	T40.2	2003	2003	9	41036204	Unreliable
5-14 years	14-May	Other opioids	T40.2	2004	2004	20	40865917	0
5-14 years	14-May	Other opioids	T40.2	2005	2005	8	40601646	Unreliable
5-14 years	14-May	Other opioids	T40.2	2006	2006	11	40577826	Unreliable
5-14 years	14-May	Other opioids	T40.2	2007	2007	19	40555653	Unreliable
5-14 years	14-May	Other opioids	T40.2	2008	2008	19	40636257	Unreliable
5-14 years	14-May	Other opioids	T40.2	2009	2009	17	40843063	Unreliable
5-14 years	14-May	Other opioids	T40.2	2010	2010	20	41025851	0
5-14 years	14-May	Other opioids	T40.2	2011	2011	17	41039048	Unreliable
5-14 years	14-May	Other opioids	T40.2	2012	2012	13	41144754	Unreliable
5-14 years	14-May	Other opioids	T40.2	2013	2013	16	41221035	Unreliable
5-14 years	14-May	Other opioids	T40.2	2014	2014	17	41191072	Unreliable
5-14 years	14-May	Other opioids	T40.2	2015	2015	19	41109506	Unreliable
5-14 years	14-May	Other opioids	T40.2	2016	2016	19	41048032	Unreliable
5-14 years	14-May	Other opioids	T40.2	2017	2017	18	41082692	Unreliable
5-14 years	14-May	Other opioids	T40.2	2018	2018	10	41075169	Unreliable
5-14 years	14-May	Other opioids	T40.2	2019	2019	13	40994163	Unreliable
5-14 years	14-May	Methadone	T40.3	1999	1999	0	40819824	Unreliable
5-14 years	14-May	Methadone	T40.3	2000	2000	3	41077577	Unreliable
5-14 years	14-May	Methadone	T40.3	2001	2001	1	41152040	Unreliable
5-14 years	14-May	Methadone	T40.3	2002	2002	7	41133838	Unreliable
5-14 years	14-May	Methadone	T40.3	2003	2003	7	41036204	Unreliable
5-14 years	14-May	Methadone	T40.3	2004	2004	9	40865917	Unreliable
5-14 years	14-May	Methadone	T40.3	2005	2005	14	40601646	Unreliable
5-14 years	14-May	Methadone	T40.3	2006	2006	18	40577826	Unreliable
5-14 years	14-May	Methadone	T40.3	2007	2007	11	40555653	Unreliable
5-14 years	14-May	Methadone	T40.3	2008	2008	18	40636257	Unreliable
5-14 years	14-May	Methadone	T40.3	2009	2009	4	40843063	Unreliable
5-14 years	14-May	Methadone	T40.3	2010	2010	15	41025851	Unreliable
5-14 years	14-May	Methadone	T40.3	2011	2011	7	41039048	Unreliable
5-14 years	14-May	Methadone	T40.3	2012	2012	4	41144754	Unreliable
5-14 years	14-May	Methadone	T40.3	2013	2013	5	41221035	Unreliable
5-14 years	14-May	Methadone	T40.3	2014	2014	5	41191072	Unreliable
5-14 years	14-May	Methadone	T40.3	2015	2015	3	41109506	Unreliable
5-14 years	14-May	Methadone	T40.3	2016	2016	6	41048032	Unreliable
5-14 years	14-May	Methadone	T40.3	2017	2017	6	41082692	Unreliable
5-14 years	14-May	Methadone	T40.3	2018	2018	4	41075169	Unreliable
5-14 years	14-May	Methadone	T40.3	2019	2019	6	40994163	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	1999	1999	0	40819824	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2000	2000	2	41077577	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2001	2001	0	41152040	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2002	2002	4	41133838	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2003	2003	3	41036204	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2004	2004	0	40865917	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2005	2005	2	40601646	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2006	2006	1	40577826	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2007	2007	8	40555653	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2008	2008	2	40636257	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2009	2009	3	40843063	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2010	2010	9	41025851	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2011	2011	4	41039048	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2012	2012	4	41144754	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2013	2013	1	41221035	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2014	2014	3	41191072	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2015	2015	4	41109506	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2016	2016	10	41048032	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2017	2017	13	41082692	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2018	2018	10	41075169	Unreliable
5-14 years	14-May	Other synthetic narcotics	T40.4	2019	2019	17	40994163	Unreliable
5-14 years	14-May	Cocaine	T40.5	1999	1999	2	40819824	Unreliable
5-14 years	14-May	Cocaine	T40.5	2000	2000	0	41077577	Unreliable
5-14 years	14-May	Cocaine	T40.5	2001	2001	2	41152040	Unreliable
5-14 years	14-May	Cocaine	T40.5	2002	2002	1	41133838	Unreliable
5-14 years	14-May	Cocaine	T40.5	2003	2003	1	41036204	Unreliable
5-14 years	14-May	Cocaine	T40.5	2004	2004	3	40865917	Unreliable
5-14 years	14-May	Cocaine	T40.5	2005	2005	2	40601646	Unreliable
5-14 years	14-May	Cocaine	T40.5	2006	2006	1	40577826	Unreliable
5-14 years	14-May	Cocaine	T40.5	2007	2007	0	40555653	Unreliable
5-14 years	14-May	Cocaine	T40.5	2008	2008	1	40636257	Unreliable
5-14 years	14-May	Cocaine	T40.5	2009	2009	0	40843063	Unreliable
5-14 years	14-May	Cocaine	T40.5	2010	2010	0	41025851	Unreliable
5-14 years	14-May	Cocaine	T40.5	2011	2011	2	41039048	Unreliable
5-14 years	14-May	Cocaine	T40.5	2012	2012	1	41144754	Unreliable
5-14 years	14-May	Cocaine	T40.5	2013	2013	0	41221035	Unreliable
5-14 years	14-May	Cocaine	T40.5	2014	2014	0	41191072	Unreliable
5-14 years	14-May	Cocaine	T40.5	2015	2015	0	41109506	Unreliable
5-14 years	14-May	Cocaine	T40.5	2016	2016	1	41048032	Unreliable
5-14 years	14-May	Cocaine	T40.5	2017	2017	0	41082692	Unreliable
5-14 years	14-May	Cocaine	T40.5	2018	2018	0	41075169	Unreliable
5-14 years	14-May	Cocaine	T40.5	2019	2019	2	40994163	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	1999	1999	1	40819824	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2000	2000	2	41077577	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2001	2001	3	41152040	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2002	2002	1	41133838	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2003	2003	0	41036204	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2004	2004	3	40865917	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2005	2005	4	40601646	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2006	2006	2	40577826	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2007	2007	7	40555653	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2008	2008	2	40636257	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2009	2009	4	40843063	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2010	2010	3	41025851	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2011	2011	2	41039048	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2012	2012	0	41144754	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2013	2013	0	41221035	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2014	2014	1	41191072	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2015	2015	3	41109506	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2016	2016	1	41048032	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2017	2017	1	41082692	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2018	2018	0	41075169	Unreliable
5-14 years	14-May	Other and unspecified narcotics	T40.6	2019	2019	0	40994163	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	1999	1999	1	40819824	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2000	2000	1	41077577	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2001	2001	0	41152040	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2002	2002	0	41133838	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2003	2003	0	41036204	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2004	2004	0	40865917	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2005	2005	1	40601646	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2006	2006	0	40577826	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2007	2007	0	40555653	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2008	2008	1	40636257	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2009	2009	0	40843063	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2010	2010	0	41025851	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2011	2011	2	41039048	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2012	2012	1	41144754	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2013	2013	0	41221035	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2014	2014	0	41191072	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2015	2015	2	41109506	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2016	2016	0	41048032	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2017	2017	2	41082692	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2018	2018	1	41075169	Unreliable
5-14 years	14-May	Cannabis (derivatives)	T40.7	2019	2019	2	40994163	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	1999	1999	0	40819824	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2000	2000	0	41077577	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2001	2001	0	41152040	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2002	2002	0	41133838	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2003	2003	0	41036204	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2004	2004	0	40865917	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2005	2005	0	40601646	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2006	2006	0	40577826	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2007	2007	0	40555653	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2008	2008	0	40636257	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2009	2009	0	40843063	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2010	2010	0	41025851	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2011	2011	0	41039048	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2012	2012	0	41144754	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2013	2013	0	41221035	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2014	2014	0	41191072	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2015	2015	0	41109506	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2016	2016	0	41048032	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2017	2017	0	41082692	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2018	2018	0	41075169	Unreliable
5-14 years	14-May	Lysergide [LSD]	T40.8	2019	2019	2	40994163	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	1999	1999	0	40819824	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2000	2000	0	41077577	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2001	2001	0	41152040	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2002	2002	0	41133838	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2003	2003	0	41036204	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2004	2004	0	40865917	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2005	2005	0	40601646	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2006	2006	0	40577826	Unreliable
5-14 years	14-May	Other and unspecified psychodysleptics [hallucinogens]	T40.9	2007	2007	0	40555653	Unreliable
